CLIP Pseudo-label 錯誤樣本分析
====================================================================================================

整體準確率: 84.26% (14884/17664)
錯誤樣本數: 2780/17664

====================================================================================================

錯誤樣本詳細資訊:
----------------------------------------------------------------------------------------------------
Idx    信心度        真實類別                                預測類別                                路徑
3626   0.1303     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/82_0.3052430073398135M58-中牽夾具_0Axis_44degree.jpg
3631   0.1441     M58-中牽夾具                            M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具/87_0.3027018448720492M58-中牽夾具_0Axis_40degree.jpg
3650   0.0709     M58-中牽夾具-2-A                        M58-FORK定位固定片                       data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/104_0.29454473318785956M58-中牽夾具-2-A_0Axis_36degree.jpg
3673   0.1354     M58-中牽夾具-2-A                        M58-庫格檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/125_0.288057925014878M58-中牽夾具-2-A_0Axis_212degree.jpg
3688   0.0944     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/139_0.2826185280698274M58-中牽夾具-2-A_0Axis_32degree.jpg
3701   0.1850     M58-中牽夾具-2-A                        M58-庫格檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/150_0.27635984923626267M58-中牽夾具-2-A_0Axis_208degree.jpg
3710   0.1151     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/159_0.27281888514183694M58-中牽夾具-2-A_45Axis_44degree.jpg
3712   0.1536     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/160_0.2690001983733386M58-中牽夾具-2-A_0Axis_28degree.jpg
3719   0.1105     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/167_0.26613171989684586M58-中牽夾具-2-A_45Axis_40degree.jpg
3731   0.0913     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/178_0.25679428684784766M58-中牽夾具-2-A_45Axis_36degree.jpg
3732   0.0961     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/179_0.25668518151160485M58-中牽夾具-2-A_0Axis_24degree.jpg
3737   0.1383     M58-中牽夾具-2-A                        M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/183_0.2514878000396747M58-中牽夾具-2-A_315Axis_328degree.jpg
3742   0.1171     M58-中牽夾具-2-A                        M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/188_0.2462190041658401M58-中牽夾具-2-A_45Axis_148degree.jpg
3743   0.1187     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/189_0.2462071017655227M58-中牽夾具-2-A_45Axis_32degree.jpg
3747   0.0922     M58-中牽夾具-2-A                        M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/192_0.24011108906962905M58-中牽夾具-2-A_315Axis_332degree.jpg
3750   0.1844     M58-中牽夾具-2-A                        M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/195_0.23976591946042453M58-中牽夾具-2-A_0Axis_20degree.jpg
3752   0.1222     M58-中牽夾具-2-A                        M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/197_0.23403689744098394M58-中牽夾具-2-A_45Axis_152degree.jpg
3754   0.1360     M58-中牽夾具-2-A                        M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/199_0.23314421741717914M58-中牽夾具-2-A_45Axis_28degree.jpg
3757   0.0676     M58-中牽夾具-2-A                        M58-SENSOR固定片(減速、急停)                data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/200_0.2328645110097203M58-中牽夾具-2-A_315Axis_152degree.jpg
3760   0.0736     M58-中牽夾具-2-A                        M58-FORK定位檢知片                       data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/203_0.2276730807379488M58-中牽夾具-2-A_315Axis_204degree.jpg
3764   0.1412     M58-中牽夾具-2-A                        M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/207_0.220783574687562M58-中牽夾具-2-A_0Axis_16degree.jpg
3765   0.2004     M58-中牽夾具-2-A                        M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/208_0.2202281293394168M58-中牽夾具-2-A_0Axis_164degree.jpg
3766   0.1262     M58-中牽夾具-2-A                        M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/209_0.21914501091053362M58-中牽夾具-2-A_45Axis_24degree.jpg
3769   0.1178     M58-中牽夾具-2-A                        M58-電池固定架1                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/211_0.2180222178139258M58-中牽夾具-2-A_45Axis_156degree.jpg
3772   0.1592     M58-中牽夾具-2-A                        M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/214_0.21146796270581233M58-中牽夾具-2-A_315Axis_340degree.jpg
3775   0.1106     M58-中牽夾具-2-A                        M58-驅動側外殼                           data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/217_0.21052568934735172M58-中牽夾具-2-A_45Axis_200degree.jpg
3776   0.0951     M58-中牽夾具-2-A                        M58-機身下固定板                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/218_0.2104999008133307M58-中牽夾具-2-A_45Axis_340degree.jpg
3777   0.1432     M58-中牽夾具-2-A                        M58-電池固定架1                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/219_0.20227534219400914M58-中牽夾具-2-A_45Axis_160degree.jpg
3779   0.0897     M58-中牽夾具-2-A                        M58-擺臂部檢知管                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/220_0.20176353898036103M58-中牽夾具-2-A_315Axis_160degree.jpg
3780   0.0872     M58-中牽夾具-2-A                        M58-壓板調整座                           data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/221_0.20166038484427692M58-中牽夾具-2-A_315Axis_20degree.jpg
3781   0.2707     M58-中牽夾具-2-A                        M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/222_0.20113866296369767M58-中牽夾具-2-A_0Axis_168degree.jpg
3782   0.1788     M58-中牽夾具-2-A                        M58-乘載板固定座                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/223_0.20081134695496924M58-中牽夾具-2-A_315Axis_344degree.jpg
3783   0.1308     M58-中牽夾具-2-A                        M58-走行從動輪固定座                        data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/224_0.2006824042848641M58-中牽夾具-2-A_45Axis_20degree.jpg
3784   0.2717     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/22_0.3260404681610792M58-中牽夾具-2-A_0Axis_68degree.jpg
3786   0.3084     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/24_0.32470739932553067M58-中牽夾具-2-A_0Axis_60degree.jpg
3789   0.3611     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/27_0.3238960523705614M58-中牽夾具-2-A_0Axis_64degree.jpg
3795   0.2247     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/32_0.32027970640745884M58-中牽夾具-2-A_0Axis_56degree.jpg
3800   0.1793     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/37_0.31917675064471335M58-中牽夾具-2-A_0Axis_52degree.jpg
3816   0.0837     M58-中牽夾具-2-A                        M58-FORK定位固定片                       data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/51_0.31538781987700854M58-中牽夾具-2-A_0Axis_228degree.jpg
3839   0.2265     M58-中牽夾具-2-A                        M58-驅動側外殼                           data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/72_0.30934536798254314M58-中牽夾具-2-A_45Axis_280degree.jpg
3855   0.1360     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/87_0.3027018448720492M58-中牽夾具-2-A_0Axis_40degree.jpg
3858   0.1900     M58-中牽夾具-2-A                        M58-在席檢固定片                          data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/8_0.33797064074588373M58-中牽夾具-2-A_0Axis_72degree.jpg
3862   0.1040     M58-中牽夾具-2-A                        M58-FORK定位固定片                       data/M58/CAD_ratioFilter/M58-中牽夾具-2-A/93_0.2994643919857171M58-中牽夾具-2-A_0Axis_216degree.jpg
3873   0.1588     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/103_0.05749256099980163M58-乘載板_90Axis_144degree.jpg
3875   0.1365     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/105_0.05719103352509423M58-乘載板_90Axis_216degree.jpg
3877   0.1154     M58-乘載板                             M58-擺臂部軸心                           data/M58/CAD_ratioFilter/M58-乘載板/107_0.05692918071811148M58-乘載板_45Axis_312degree.jpg
3879   0.1921     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/109_0.05684189644911724M58-乘載板_45Axis_132degree.jpg
3880   0.1247     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/10_0.07516564173775045M58-乘載板_90Axis_276degree.jpg
3891   0.0972     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/11_0.07516365800436421M58-乘載板_90Axis_104degree.jpg
3898   0.1484     M58-乘載板                             M58-擺臂部軸心                           data/M58/CAD_ratioFilter/M58-乘載板/126_0.05511803213648086M58-乘載板_45Axis_316degree.jpg
3902   0.1222     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/12_0.07461813132315016M58-乘載板_90Axis_264degree.jpg
3905   0.1919     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/132_0.05427692918071811M58-乘載板_45Axis_136degree.jpg
3907   0.1809     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/134_0.05412021424320571M58-乘載板_90Axis_148degree.jpg
3912   0.1533     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/139_0.05373140249950407M58-乘載板_90Axis_212degree.jpg
3913   0.1234     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/13_0.07455068438801825M58-乘載板_90Axis_72degree.jpg
3916   0.0805     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/142_0.05325530648680817M58-乘載板_90Axis_32degree.jpg
3921   0.1116     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/147_0.05275937314024995M58-乘載板_45Axis_320degree.jpg
3922   0.1764     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/148_0.052140448323745286M58-乘載板_45Axis_140degree.jpg
3924   0.1161     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/14_0.07440983931759572M58-乘載板_90Axis_112degree.jpg
3931   0.1186     M58-乘載板                             M58-擺臂部軸心                           data/M58/CAD_ratioFilter/M58-乘載板/156_0.04972624479269986M58-乘載板_45Axis_324degree.jpg
3935   0.1254     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/15_0.07423527077960722M58-乘載板_90Axis_260degree.jpg
3936   0.1014     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/160_0.04920849037889308M58-乘載板_90Axis_208degree.jpg
3937   0.1746     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/161_0.048797857567942866M58-乘載板_45Axis_144degree.jpg
3939   0.2712     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/163_0.048508232493552864M58-乘載板_45Axis_36degree.jpg
3940   0.0708     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/164_0.04838920849037889M58-乘載板_90Axis_28degree.jpg
3943   0.2098     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/167_0.04779408847450903M58-乘載板_90Axis_332degree.jpg
3945   0.0957     M58-乘載板                             M58-擺臂部軸心                           data/M58/CAD_ratioFilter/M58-乘載板/169_0.04673874231303313M58-乘載板_45Axis_328degree.jpg
3946   0.1298     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/16_0.07406863717516365M58-乘載板_90Axis_272degree.jpg
3952   0.1735     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/175_0.045048601467962704M58-乘載板_45Axis_148degree.jpg
3953   0.2871     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/176_0.044582424122197976M58-乘載板_45Axis_32degree.jpg
3954   0.1429     M58-乘載板                             M58-電池固定架2                          data/M58/CAD_ratioFilter/M58-乘載板/177_0.0443126363816703M58-乘載板_90Axis_336degree.jpg
3955   0.0909     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/178_0.044259075580242016M58-乘載板_90Axis_204degree.jpg
3957   0.1386     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/17_0.073594524895854M58-乘載板_90Axis_116degree.jpg
3958   0.0804     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/180_0.043826621702043246M58-乘載板_90Axis_24degree.jpg
3960   0.1765     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/182_0.04337433048998215M58-乘載板_90Axis_156degree.jpg
3962   0.1032     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/184_0.0428526086094029M58-乘載板_45Axis_332degree.jpg
3965   0.1621     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/187_0.04141638563777028M58-乘載板_45Axis_152degree.jpg
3966   0.2696     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/188_0.041035508827613566M58-乘載板_45Axis_28degree.jpg
3968   0.1429     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/18_0.07337234675659592M58-乘載板_90Axis_252degree.jpg
3979   0.1169     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/19_0.07320968061892481M58-乘載板_90Axis_280degree.jpg
3980   0.1004     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/1_0.07880777623487403M58-乘載板_90Axis_92degree.jpg
3983   0.2552     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/202_0.03648680817298155M58-乘載板_45Axis_24degree.jpg
3991   0.1057     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/20_0.07318785955167625M58-乘載板_90Axis_292degree.jpg
3998   0.2343     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/216_0.03126363816703035M58-乘載板_45Axis_20degree.jpg
4002   0.1016     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/21_0.0731481848839516M58-乘載板_90Axis_64degree.jpg
4007   0.1171     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/22_0.07283277127554057M58-乘載板_90Axis_256degree.jpg
4008   0.1166     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/23_0.07281293394167823M58-乘載板_90Axis_68degree.jpg
4009   0.0952     M58-乘載板                             M58-Fork機身-2                        data/M58/CAD_ratioFilter/M58-乘載板/24_0.0726542352707796M58-乘載板_90Axis_60degree.jpg
4010   0.1266     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/25_0.07242610593136282M58-乘載板_90Axis_288degree.jpg
4011   0.1382     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/26_0.07237056139654831M58-乘載板_90Axis_284degree.jpg
4012   0.1486     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/27_0.0720571315215235M58-乘載板_90Axis_248degree.jpg
4013   0.1004     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/28_0.07200952192025392M58-乘載板_90Axis_120degree.jpg
4014   0.1347     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/29_0.0717913112477683M58-乘載板_90Axis_296degree.jpg
4015   0.1394     M58-乘載板                             M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-乘載板/2_0.07856774449513985M58-乘載板_90Axis_88degree.jpg
4016   0.2002     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/30_0.07145010910533624M58-乘載板_90Axis_300degree.jpg
4017   0.1575     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/31_0.07089069629041857M58-乘載板_90Axis_244degree.jpg
4018   0.1845     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/32_0.07076968855385836M58-乘載板_90Axis_240degree.jpg
4019   0.1386     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/33_0.0707300138861337M58-乘載板_90Axis_124degree.jpg
4020   0.1314     M58-乘載板                             M58-Fork機身-2                        data/M58/CAD_ratioFilter/M58-乘載板/34_0.07055346161475898M58-乘載板_90Axis_56degree.jpg
4021   0.1587     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/35_0.06939892878397143M58-乘載板_90Axis_128degree.jpg
4022   0.1746     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/36_0.06939297758381273M58-乘載板_90Axis_304degree.jpg
4023   0.1811     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/37_0.0691985717119619M58-乘載板_90Axis_236degree.jpg
4024   0.1706     M58-乘載板                             M58-Fork機身-2                        data/M58/CAD_ratioFilter/M58-乘載板/38_0.06872644316603849M58-乘載板_90Axis_52degree.jpg
4025   0.2351     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/39_0.06778813727435033M58-乘載板_90Axis_232degree.jpg
4026   0.1050     M58-乘載板                             M58-煞車電阻盤                           data/M58/CAD_ratioFilter/M58-乘載板/3_0.07763935727038286M58-乘載板_90Axis_84degree.jpg
4027   0.2005     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/40_0.06761951993652053M58-乘載板_90Axis_308degree.jpg
4028   0.1826     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/41_0.06753620313429876M58-乘載板_90Axis_132degree.jpg
4029   0.2044     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/42_0.06743304899821465M58-乘載板_45Axis_88degree.jpg
4031   0.1445     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/44_0.06696290418567745M58-乘載板_90Axis_48degree.jpg
4032   0.2500     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/45_0.06654632017456853M58-乘載板_90Axis_312degree.jpg
4034   0.2099     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/47_0.06603054949414798M58-乘載板_45Axis_96degree.jpg
4035   0.2149     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/48_0.06571315215235073M58-乘載板_45Axis_100degree.jpg
4036   0.1539     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/49_0.06563380281690141M58-乘載板_45Axis_252degree.jpg
4037   0.0949     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/4_0.07700059512001586M58-乘載板_90Axis_96degree.jpg
4038   0.0911     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/50_0.06531640547510414M58-乘載板_45Axis_280degree.jpg
4040   0.1081     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/52_0.06511803213648086M58-乘載板_45Axis_284degree.jpg
4041   0.1199     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/53_0.0650724062685975M58-乘載板_45Axis_276degree.jpg
4042   0.1107     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/54_0.06498313826621702M58-乘載板_45Axis_272degree.jpg
4043   0.1764     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/55_0.0649633009323547M58-乘載板_90Axis_136degree.jpg
4044   0.2382     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/56_0.06486213052965681M58-乘載板_90Axis_228degree.jpg
4045   0.1772     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/57_0.06483634199563579M58-乘載板_90Axis_224degree.jpg
4047   0.1608     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/59_0.06480658599484229M58-乘載板_45Axis_256degree.jpg
4048   0.1152     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/5_0.07699861138662964M58-乘載板_90Axis_100degree.jpg
4050   0.2466     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/61_0.06461614758976393M58-乘載板_45Axis_76degree.jpg
4051   0.0993     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/62_0.06448522118627256M58-乘載板_90Axis_44degree.jpg
4052   0.1355     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/63_0.06435032731600873M58-乘載板_45Axis_268degree.jpg
4053   0.1387     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/64_0.0643364411823051M58-乘載板_45Axis_260degree.jpg
4054   0.1762     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/65_0.06419162864511009M58-乘載板_45Axis_248degree.jpg
4055   0.1201     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/66_0.0640408649077564M58-乘載板_45Axis_288degree.jpg
4057   0.1252     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/68_0.06371950009918667M58-乘載板_45Axis_292degree.jpg
4058   0.2796     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/69_0.06360245982939892M58-乘載板_45Axis_72degree.jpg
4059   0.1142     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/6_0.07666931164451497M58-乘載板_90Axis_80degree.jpg
4060   0.1912     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/70_0.06351914302717715M58-乘載板_45Axis_244degree.jpg
4061   0.2857     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/71_0.0634318587581829M58-乘載板_45Axis_68degree.jpg
4062   0.1352     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/72_0.06335052568934735M58-乘載板_45Axis_264degree.jpg
4064   0.2640     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/74_0.06307280301527475M58-乘載板_90Axis_316degree.jpg
4066   0.1868     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/76_0.06188653045030748M58-乘載板_45Axis_240degree.jpg
4068   0.2147     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/78_0.061650466177345764M58-乘載板_45Axis_120degree.jpg
4069   0.1245     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/79_0.06114858163062884M58-乘載板_45Axis_300degree.jpg
4070   0.1110     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/7_0.07639754017060107M58-乘載板_90Axis_76degree.jpg
4071   0.1807     M58-乘載板                             M58-電池固定架2                          data/M58/CAD_ratioFilter/M58-乘載板/80_0.061106923229517954M58-乘載板_90Axis_140degree.jpg
4072   0.2346     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/81_0.06094822455861932M58-乘載板_90Axis_220degree.jpg
4073   0.0990     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/82_0.0606030549494148M58-乘載板_90Axis_40degree.jpg
4075   0.2095     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/84_0.06024796667327911M58-乘載板_45Axis_124degree.jpg
4077   0.2456     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/86_0.06016663360444356M58-乘載板_90Axis_320degree.jpg
4078   0.1273     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/87_0.06004364213449712M58-乘載板_45Axis_304degree.jpg
4079   0.2010     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/88_0.05984725252926007M58-乘載板_45Axis_236degree.jpg
4081   0.1102     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/8_0.07560206308272169M58-乘載板_90Axis_108degree.jpg
4088   0.1481     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/96_0.058409045824241224M58-乘載板_90Axis_36degree.jpg
4090   0.2012     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/98_0.058301924221384645M58-乘載板_45Axis_128degree.jpg
4092   0.1328     M58-乘載板                             M58-乘載板-2                           data/M58/CAD_ratioFilter/M58-乘載板/9_0.07525689347351716M58-乘載板_90Axis_268degree.jpg
4093   0.3763     M58-乘載板-2                           M58-乘載板                             data/M58/CAD_ratioFilter/M58-乘載板-2/100_0.05794881967863519M58-乘載板-2_315Axis_76degree.jpg
4094   0.3138     M58-乘載板-2                           M58-乘載板                             data/M58/CAD_ratioFilter/M58-乘載板-2/101_0.05787938901011704M58-乘載板-2_45Axis_52degree.jpg
4095   0.3735     M58-乘載板-2                           M58-乘載板                             data/M58/CAD_ratioFilter/M58-乘載板-2/102_0.057853600476096015M58-乘載板-2_315Axis_104degree.jpg
4098   0.2348     M58-乘載板-2                           M58-乘載板                             data/M58/CAD_ratioFilter/M58-乘載板-2/105_0.057121602856576074M58-乘載板-2_45Axis_228degree.jpg
4099   0.1177     M58-乘載板-2                           M58-擺臂部軸心                           data/M58/CAD_ratioFilter/M58-乘載板-2/106_0.057018448720491964M58-乘載板-2_45Axis_312degree.jpg
